Mod:Item:MetaData, Localized Name
OreSpawn:OreSpawn_InstantGarden, item.instantgarden.name
OreSpawn:OreSpawn_CrystalPinkHelmet, item.pink_helmet.name
OreSpawn:OreSpawn_CrystalPinkBody, item.pink_chest.name
OreSpawn:OreSpawn_CrystalPinkLegs, item.pink_leggings.name
OreSpawn:OreSpawn_CrystalPinkBoots, item.pink_boots.name
OreSpawn:OreSpawn_TigersEyeHelmet, item.tigerseye_helmet.name
OreSpawn:OreSpawn_TigersEyeBody, item.tigerseye_chest.name
OreSpawn:OreSpawn_TigersEyeLegs, item.tigerseye_leggings.name
OreSpawn:OreSpawn_TigersEyeBoots, item.tigerseye_boots.name
OreSpawn:OreSpawn_PeacockFeatherBoots, item.peacock_boots.name
OreSpawn:OreSpawn_PeacockFeatherHelmet, item.peacock_helmet.name
OreSpawn:OreSpawn_PeacockFeatherBody, item.peacock_chest.name
OreSpawn:OreSpawn_PeacockFeatherLegs, item.peacock_leggings.name
OreSpawn:OreSpawn_MobzillaHelmet, item.mobzilla_helmet.name
OreSpawn:OreSpawn_MobzillaBody, item.mobzilla_chest.name
OreSpawn:OreSpawn_MobzillaLegs, item.mobzilla_leggings.name
OreSpawn:OreSpawn_MobzillaBoots, item.mobzilla_boots.name
OreSpawn:OreSpawn_RoyalHelmet, item.royal_helmet.name
OreSpawn:OreSpawn_RoyalBody, item.royal_chest.name
OreSpawn:OreSpawn_RoyalLegs, item.royal_leggings.name
OreSpawn:OreSpawn_RoyalBoots, item.royal_boots.name
OreSpawn:OreSpawn_LapisHelmet, item.lapis_helmet.name
OreSpawn:OreSpawn_LapisBody, item.lapis_chest.name
OreSpawn:OreSpawn_LapisLegs, item.lapis_leggings.name
OreSpawn:OreSpawn_LapisBoots, item.lapis_boots.name
OreSpawn:OreSpawn_QueenHelmet, item.queen_helmet.name
OreSpawn:OreSpawn_QueenBody, item.queen_chest.name
OreSpawn:OreSpawn_QueenLegs, item.queen_leggings.name
OreSpawn:OreSpawn_QueenBoots, item.queen_boots.name
addonscrewdriver:screwdriver:0, Screwdriver
addonscrewdriver:screwdriver:1, Screwdriver
addonscrewdriver:screwdriver:2, Screwdriver
addonscrewdriver:screwdriver:3, Screwdriver
addonscrewdriver:screwdriver:4, Screwdriver
addonscrewdriver:screwdriver:5, Screwdriver
addonscrewdriver:screwdriver:6, Screwdriver
addonscrewdriver:screwdriver:7, Screwdriver
PracticalLogistics:Hammer, Forging Hammer
PracticalLogistics:Hammer_Air, Forging Hammer
PracticalLogistics:SapphireOre, Sapphire Ore
PracticalLogistics:DisplayScreen, tile.DisplayScreen.name
PracticalLogistics:DataCable, Data Cable
PracticalLogistics:MultiCable, Channelled Cable
PracticalLogistics:Node, Node
PracticalLogistics:EntityNode, Entity Node
PracticalLogistics:InfoReader, Info Reader
PracticalLogistics:InventoryReader, Inventory Reader
PracticalLogistics:FluidReader, Fluid Reader
PracticalLogistics:EnergyReader, Energy Reader
PracticalLogistics:DataReceiver, Data Receiver
PracticalLogistics:DataEmitter, Data Emitter
PracticalLogistics:RedstoneSignaller_ON, Redstone Signaller
PracticalLogistics:RedstoneSignaller_OFF, Redstone Signaller
PracticalLogistics:Clock, Clock
PracticalLogistics:DataModifier, Data Modifier
PracticalLogistics:InfoCreator, Info Creator
PracticalLogistics:ChannelSelector, Channel Selector
PracticalLogistics:TransceiverArray, Transceiver Array
PracticalLogistics:HolographicDisplay, Holographic Display
PracticalLogistics:LargeDisplayScreen, Large Display Screen
PracticalLogistics:ItemRouter, Item Router
PracticalLogistics:DisplayScreenItem, Display Screen
PracticalLogistics:Sapphire, Sapphire
PracticalLogistics:SapphireDust, Sapphire Dust
PracticalLogistics:StonePlate, Stone Plate
PracticalLogistics:Transceiver, Transceiver
ProjectBlue:controlPanel, Control Panel
ProjectBlue:miniatureLever:0, Miniature White Lever
ProjectBlue:miniatureLever:1, Miniature Orange Lever
ProjectBlue:miniatureLever:2, Miniature Magenta Lever
ProjectBlue:miniatureLever:3, Miniature Light Blue Lever
ProjectBlue:miniatureLever:4, Miniature Yellow Lever
ProjectBlue:miniatureLever:5, Miniature Lime Lever
ProjectBlue:miniatureLever:6, Miniature Pink Lever
ProjectBlue:miniatureLever:7, Miniature Grey Lever
ProjectBlue:miniatureLever:8, Miniature Light Grey Lever
ProjectBlue:miniatureLever:9, Miniature Cyan Lever
ProjectBlue:miniatureLever:10, Miniature Purple Lever
ProjectBlue:miniatureLever:11, Miniature Blue Lever
ProjectBlue:miniatureLever:12, Miniature Brown Lever
ProjectBlue:miniatureLever:13, Miniature Green Lever
ProjectBlue:miniatureLever:14, Miniature Red Lever
ProjectBlue:miniatureLever:15, Miniature Black Lever
ProjectBlue:miniatureLever:16, Miniature Stone Lever
ProjectBlue:miniatureButton:0, Miniature White Button
ProjectBlue:miniatureButton:1, Miniature Orange Button
ProjectBlue:miniatureButton:2, Miniature Magenta Button
ProjectBlue:miniatureButton:3, Miniature Light Blue Button
ProjectBlue:miniatureButton:4, Miniature Yellow Button
ProjectBlue:miniatureButton:5, Miniature Lime Button
ProjectBlue:miniatureButton:6, Miniature Pink Button
ProjectBlue:miniatureButton:7, Miniature Grey Button
ProjectBlue:miniatureButton:8, Miniature Light Grey Button
ProjectBlue:miniatureButton:9, Miniature Cyan Button
ProjectBlue:miniatureButton:10, Miniature Purple Button
ProjectBlue:miniatureButton:11, Miniature Blue Button
ProjectBlue:miniatureButton:12, Miniature Brown Button
ProjectBlue:miniatureButton:13, Miniature Green Button
ProjectBlue:miniatureButton:14, Miniature Red Button
ProjectBlue:miniatureButton:15, Miniature Black Button
ProjectBlue:miniatureButton:16, Miniature Stone Button
ProjectBlue:miniatureButton:17, Miniature Wooden Button
ProjectBlue:miniatureLamp:0, Miniature White Lamp
ProjectBlue:miniatureLamp:1, Miniature Orange Lamp
ProjectBlue:miniatureLamp:2, Miniature Magenta Lamp
ProjectBlue:miniatureLamp:3, Miniature Light Blue Lamp
ProjectBlue:miniatureLamp:4, Miniature Yellow Lamp
ProjectBlue:miniatureLamp:5, Miniature Lime Lamp
ProjectBlue:miniatureLamp:6, Miniature Pink Lamp
ProjectBlue:miniatureLamp:7, Miniature Grey Lamp
ProjectBlue:miniatureLamp:8, Miniature Light Grey Lamp
ProjectBlue:miniatureLamp:9, Miniature Cyan Lamp
ProjectBlue:miniatureLamp:10, Miniature Purple Lamp
ProjectBlue:miniatureLamp:11, Miniature Blue Lamp
ProjectBlue:miniatureLamp:12, Miniature Brown Lamp
ProjectBlue:miniatureLamp:13, Miniature Green Lamp
ProjectBlue:miniatureLamp:14, Miniature Red Lamp
ProjectBlue:miniatureLamp:15, Miniature Black Lamp
ProjectBlue:miniatureCover:0, Miniature Wooden Planks Cover
ProjectBlue:emptySprayCan, Empty Spray Can
ProjectBlue:sprayCan, %s Spray Paint
ProjectBlue:rednetAdaptor, Bundled Cable to Rednet Adaptor
quantumflux:entropyAccelerator, Quantum Entropy Accelerator
quantumflux:quibitCluster_1, Quibit Cluster Level 1
quantumflux:quibitCluster_2, Quibit Cluster Level 2
quantumflux:quibitCluster_3, Quibit Cluster Level 3
quantumflux:quibitCluster_4, Quibit Cluster Level 4
quantumflux:quibitCluster_5, Quibit Cluster Level 5
quantumflux:zeroPointExtractor, Zero Point Extractor (ZPE)
quantumflux:rfEntangler, RF Entangler
quantumflux:rfExciter, RF Exciter
quantumflux:darkstone_lamp, Darkstone Lamp
quantumflux:darkstone, Darkstone
quantumflux:darkstone_pillar, Darkstone Pillar
quantumflux:darkstone_tile, Darkstone Tile
quantumflux:darkstone_ornate, Decorative Darkstone
quantumflux:imaginaryTime, Imaginary Time Block
quantumflux:itemFabricator, Item Fabricator
quantumflux:quibitCluster:0, Quibit Cluster Level 1
quantumflux:quibitCluster:1, Quibit Cluster Level 2
quantumflux:quibitCluster:2, Quibit Cluster Level 3
quantumflux:quibitCluster:3, Quibit Cluster Level 4
quantumflux:quibitCluster:4, Quibit Cluster Level 5
quantumflux:titaniumOre, Titanium Ore
quantumflux:storehouse, Storehouse
quantumflux:creativeCluster, Creative Cluster
quantumflux:amplificationCrystal, Amplification Crystal
quantumflux:ironCasing, Iron Casing
quantumflux:goldCasing, Gold Casing
quantumflux:steelIngot, Steel Ingot
quantumflux:quibitCrystal, Quibit Crystal
quantumflux:manganese, Manganese
quantumflux:mangalloyIngot, Mangalloy
quantumflux:zbq7, ZBQ-7
quantumflux:quibitCell, Quibit Cell
quantumflux:energizedCrystal, EnergizedCrystal
quantumflux:magnet,  Item Magnet
quantumflux:glowingMangalloy, Glowing Mangalloy
quantumflux:eviscerator, Eviscerator
quantumflux:eviscerator_head, Eviscerator Head
quantumflux:eviscerator_rod, Eviscerator Rod
quantumflux:upgradeToken, Upgrade Token
quantumflux:exciterUpgrade, Exciter Upgrade
quantumflux:silica, Silica
quantumflux:blankCircuit, Blank Circuit
quantumflux:advancedCircuit, Advanced Circuit
quantumflux:quantumDisk, Quantum Disk
quantumflux:ingotTitanium, Titanium Ingot
quantumflux:mysticQuartz, Mystic Quartz
quantumflux:harmoicOscillator, Harmonic Oscillator
quantumflux:enderCrystal, Ender Crystal
quantumflux:titaniumPlate, Titanium Plate
quantumflux:titaniumSword, Titanium Sword
quantumflux:battlesuit_plate, Battlesuit Plate
quantumflux:battlesuit_helmet, Battlesuit Helmet
quantumflux:battlesuit_chestplate, Battlesuit Chestplate
quantumflux:battlesuit_leggings, Battlesuit Leggings
quantumflux:battlesuit_boots, Battlesuit Boots
quantumflux:titanium_helmet, Titanium Helmet
quantumflux:titanium_chestplate, Titanium Chestplate
quantumflux:titanium_leggings, Titanium Leggings
quantumflux:titanium_boots, Titanium Boots
RandomThings:biomeCapsule, Biome Capsule
RandomThings:biomePainter:0, Biome Painter
RandomThings:whitestone:0, White Stone [Uncharged]
RandomThings:whitestone:1, White Stone [Charged]
RandomThings:magneticForce, Magnetic Force
RandomThings:voidStone, Void Stone
RandomThings:dropFilter:0, Drop Filter
RandomThings:dropFilter:1, Voiding Drop Filter
RandomThings:enderLetter:0, Ender Letter
RandomThings:spectreKey, Spectre Key
RandomThings:opSpectreKey, Op Spectre Key
RandomThings:spectreHelmet, Spectre Helmet
RandomThings:spectreChestplate, Spectre Chestplate
RandomThings:spectreLeggings, Spectre Leggings
RandomThings:spectreBoots, Spectre Boots
RandomThings:spectreSword, Spectre Sword
RandomThings:spiritBinder, Spirit Binder
RandomThings:imbue:0, Flask of Poison
RandomThings:imbue:1, Flask of Experience
RandomThings:imbue:2, Flask of Fire
RandomThings:imbue:3, Flask of Withering
RandomThings:imbue:4, Flask of Weakness
RandomThings:imbue:5, Flask of Spectre
RandomThings:bloodStone, Bloodstone
RandomThings:creativeSword, Creative Sword
RandomThings:creativeGrower, Creative Grower
RandomThings:creativeChestGenerator, Creative Chest Generator
RandomThings:soundRecorder, Sound Recorder
RandomThings:ginto:0, Empty Ginto
RandomThings:ginto:1, Filled Ginto
RandomThings:ingredient:0, Player Core
RandomThings:ingredient:1, Obsidian Stick
RandomThings:ingredient:2, Ender Fragment
RandomThings:ingredient:3, Ectoplasm
RandomThings:ingredient:4, Spectre Iron
RandomThings:ingredient:5, Transformation Core
RandomThings:ingredient:6, Ender Diamond
RandomThings:ingredient:7, Energized Water
RandomThings:filter:0, Block Filter
RandomThings:filter:1, Item Filter
RandomThings:filter:2, Entity Filter
RandomThings:filter:3, Position Filter
RandomThings:playerinterface, Player Interface
RandomThings:creativePlayerInterface, Creative Player Interface
RandomThings:fluidDisplay, Fluid Display
RandomThings:advancedFluidDisplay, Advanced Fluid Display
RandomThings:fertilizedDirt, Fertilized Dirt
RandomThings:fertilizedDirt_tilled, Fertilized Dirt
RandomThings:itemCollector, Item Collector
RandomThings:advancedItemCollector, Advanced Item Collector
RandomThings:onlineDetector, Online Detector
RandomThings:moonSensor, Moon Phase Sensor
RandomThings:bloodMoonSensor, Bloodmoon Sensor
RandomThings:notificationInterface, Notification Interface
RandomThings:lapisLamp, Lapis Lamp
RandomThings:wirelessLever, Wireless Lever
RandomThings:dyeingMachine, Dyeing Machine
RandomThings:spectreGlass, Spectre Glass
RandomThings:energyDistributor, Energy Distributor
RandomThings:enderEnergyDistributor, Ender Energy Distributor
RandomThings:spectreBlock:0, Black Spectre Block
RandomThings:spectreBlock:1, Red Spectre Block
RandomThings:spectreBlock:2, Green Spectre Block
RandomThings:spectreBlock:3, Brown Spectre Block
RandomThings:spectreBlock:4, Blue Spectre Block
RandomThings:spectreBlock:5, Purple Spectre Block
RandomThings:spectreBlock:6, Cyan Spectre Block
RandomThings:spectreBlock:7, Light Gray Spectre Block
RandomThings:spectreBlock:8, Gray Spectre Block
RandomThings:spectreBlock:9, Pink Spectre Block
RandomThings:spectreBlock:10, Lime Spectre Block
RandomThings:spectreBlock:11, Yellow Spectre Block
RandomThings:spectreBlock:12, Light Blue Spectre Block
RandomThings:spectreBlock:13, Magenta Spectre Block
RandomThings:spectreBlock:14, Orange Spectre Block
RandomThings:spectreBlock:15, White Spectre Block
RandomThings:imbuingStation, Imbuing Station
reccomplex:block_selector, Block Selector
reccomplex:block_selector_floating, Floating Block Selector
reccomplex:inventory_generation_tag, Inventory Generation Tag
reccomplex:inventory_generation_single_tag, Single Item Generation Tag
reccomplex:inventory_generation_component_tag, Item Generation Component Tag
reccomplex:artifact_generation_tag, Artifact Generation Tag
reccomplex:book_generation_tag, Book Generation Tag
reccomplex:generic_space:0, Space (0 ~ Negative Space)
reccomplex:generic_space:1, Space (1 ~ Natural Air)
reccomplex:generic_space:2, Space (2)
reccomplex:generic_space:3, Space (3)
reccomplex:generic_space:4, Space (4)
reccomplex:generic_space:5, Space (5)
reccomplex:generic_space:6, Space (6)
reccomplex:generic_space:7, Space (7)
reccomplex:generic_space:8, Space (8)
reccomplex:generic_space:9, Space (9)
reccomplex:generic_space:10, Space (10)
reccomplex:generic_space:11, Space (11)
reccomplex:generic_space:12, Space (12)
reccomplex:generic_space:13, Space (13)
reccomplex:generic_space:14, Space (14)
reccomplex:generic_space:15, Space (15)
reccomplex:generic_solid:0, Solid (0 ~ Natural Floor)
reccomplex:generic_solid:1, Solid (1 ~ Barrier)
reccomplex:generic_solid:2, Solid (2)
reccomplex:generic_solid:3, Solid (3)
reccomplex:generic_solid:4, Solid (4)
reccomplex:generic_solid:5, Solid (5)
reccomplex:generic_solid:6, Solid (6)
reccomplex:generic_solid:7, Solid (7)
reccomplex:generic_solid:8, Solid (8)
reccomplex:generic_solid:9, Solid (9)
reccomplex:generic_solid:10, Solid (10)
reccomplex:generic_solid:11, Solid (11)
reccomplex:generic_solid:12, Solid (12)
reccomplex:generic_solid:13, Solid (13)
reccomplex:generic_solid:14, Solid (14)
reccomplex:generic_solid:15, Solid (15)
reccomplex:structure_generator, Structure Generator
reccomplex:maze_generator, Maze Generator
reccomplex:weighted_command_block, tile.spawn_command.name
reccomplex:spawn_script, Spawn Script Block
Redstonic:item.Manual, §cRedstonic Manual
Redstonic:item.RedstonicDrill, §cRedstonic Drill
Redstonic:item.RedstonicSword, §6Redstonic Sword
Redstonic:IronDrillHead, IronDrillHead.name
Redstonic:GoldDrillHead, GoldDrillHead.name
Redstonic:DiamondDrillHead, DiamondDrillHead.name
Redstonic:HeavyDrillHead, HeavyDrillHead.name
Redstonic:FortuitousDrillHead, FortuitousDrillHead.name
Redstonic:SilkyDrillHead, SilkyDrillHead.name
Redstonic:BlazerDrillHead, BlazerDrillHead.name
Redstonic:EndDrillHead, EndDrillHead.name
Redstonic:IronDrillBody, IronDrillBody.name
Redstonic:EnderiumDrillBody, EnderiumDrillBody.name
Redstonic:ElectrumDrillBody, ElectrumDrillBody.name
Redstonic:UltimateDrillBody, UltimateDrillBody.name
Redstonic:EnergeticDrillBody, EnergeticDrillBody.name
Redstonic:VibrantDrillBody, VibrantDrillBody.name
Redstonic:IronBlade, IronBlade.name
Redstonic:DiamondBlade, DiamondBlade.name
Redstonic:ElectrumBlade, ElectrumBlade.name
Redstonic:EnderiumBlade, EnderiumBlade.name
Redstonic:EnergizedBlade, EnergizedBlade.name
Redstonic:VibrantBlade, VibrantBlade.name
Redstonic:IronHandle, IronHandle.name
Redstonic:WoodHandle, WoodHandle.name
Redstonic:ElectrumHandle, ElectrumHandle.name
Redstonic:EnderiumHandle, EnderiumHandle.name
Redstonic:EnergizedHandle, EnergizedHandle.name
Redstonic:VibrantHandle, VibrantHandle.name
Redstonic:BlazerSwordAugment, BlazerSwordAugment.name
Redstonic:FortuitousSwordAugment, FortuitousSwordAugment.name
Redstonic:BerserkSwordAugment, BerserkSwordAugment.name
Redstonic:BerserkIISwordAugment, BerserkIISwordAugment.name
Redstonic:Vibrantium, Vibrantium.name
Redstonic:gearIron, gearIron.name
Redstonic:gearEnergized, gearEnergized.name
Redstonic:gearVibrant, gearVibrant.name
Redstonic:ingotGlowSteel, ingotGlowSteel.name
Redstonic:SpeedAugment, SpeedAugment.name
Redstonic:EnergyAugment, EnergyAugment.name
Redstonic:HotswapAugment, HotswapAugment.name
Redstonic:BlockAugment, BlockAugment.name
Redstonic:MagnetAugment, MagnetAugment.name
Redstonic:SpeedIIAugment, SpeedIIAugment.name
Redstonic:EnergizerCapsule, EnergizerCapsule.name
Redstonic:EnergizerCapsuleFULL, EnergizerCapsuleFULL.name
Redstonic:capacitor, capacitor.name
Redstonic:redstoneStick, redstoneStick.name
Redstonic:basicBattery, basicBattery.name
Redstonic:energizedBattery, energizedBattery.name
Redstonic:greatBattery, greatBattery.name
Redstonic:infiniteBattery, infiniteBattery.name
Redstonic:tile.DrillModifier, Redstonic Modifier
Redstonic:tile.blockVibrantium, Vibrantium Block
Redstonic:tile.blockGlowSteel, Glowstone Infused Steel Block
Redstonic:tile.driller, Driller
xreliquary:alkahest_tome:0, Tome of Alkahestry
xreliquary:angelheart_vial, Angelheart Vial
xreliquary:angelic_feather, Angelic Feather
xreliquary:attraction_potion:0, Aphrodite's Serum
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:destruction_catalyst:0, Destruction Catalyst
xreliquary:emperor_chalice:0, Emperor's Chalice
xreliquary:ender_staff:0, Ender Staff
xreliquary:fertile_potion:0, Fertile Potion
xreliquary:fortune_coin, Coin of Fortune
xreliquary:glacial_staff:0, Glacial Staff
xreliquary:glowing_bread, Glowing Bread
xreliquary:glowing_water, Glowing Water
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, Hunter's Handgun
xreliquary:harvest_rod:0, §2Harvest Rod
xreliquary:heart_pearl:0, §cZombie Pearl
xreliquary:heart_pearl:1, §fSkeleton Pearl
xreliquary:heart_pearl:2, §8Wither Skeleton Pearl
xreliquary:heart_pearl:3, §aCreeper Pearl
xreliquary:heart_zhu:0, §cZombie Nian Zhu
xreliquary:heart_zhu:1, §fSkeleton Nian Zhu
xreliquary:heart_zhu:2, §8Wither Skeleton Nian Zhu
xreliquary:heart_zhu:3, §aCreeper Nian Zhu
xreliquary:hero_medallion:0, Hero's Medallion
xreliquary:holy_hand_grenade, Holy Hand Grenade
xreliquary:ice_magus_rod:0, Ice Magus Rod
xreliquary:infernal_chalice:0, Infernal Chalice
xreliquary:infernal_claws, {{!colors.red}}Infernal Claws
xreliquary:infernal_tear:0, §4Infernal Tear
xreliquary:kraken_shell, Kraken Shell
xreliquary:lantern_of_paranoia:0, §eLantern Of Paranoia
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:magicbane, Magicbane
xreliquary:mercy_cross, Cross of Mercy
xreliquary:midas_touchstone:0, Touchstone of Midas
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:phoenix_down, Phoenix Down
xreliquary:potion_essence, Potion Essence
xreliquary:pyromancer_staff:0, §4Pyromancer's Staff
xreliquary:rending_gale:0, §eRending Gale
xreliquary:rod_of_lyssa, Rod of Lyssa
xreliquary:salamander_eye, Salamander's Eye
xreliquary:serpent_staff, {{!colors.green}}Serpent Staff
xreliquary:shears_of_winter, Shears of Winter
xreliquary:sojourner_staff:0, Sojourner's Staff
xreliquary:twilight_cloak:0, Twilight Cloak
xreliquary:void_tear:0, Void Tear
xreliquary:void_tear_empty, Empty Void Tear
xreliquary:witch_hat, {{!colors.yellow}}Witch Hat
xreliquary:witherless_rose, Witherless Rose
xreliquary:potion, Condensed Potion
xreliquary:altar_idle, Altar of Light
xreliquary:altar, Altar of Light
xreliquary:apothecary_cauldron, Apothecary Cauldron
xreliquary:apothecary_mortar, Apothecary Mortar
xreliquary:lilypad, Lilypad of Fertility
xreliquary:interdiction_torch, {{!colors.yellow}}Interdiction Torch
xreliquary:wraith_node, Wraith Node
JAKJ_RedstoneInMotion:simpleFrame:0, Frame Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:1, Platform Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:2, Structure Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:3, Support Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:4, Template Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:5, Memory Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:0, Carriage Engine
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:1, Carriage Motor
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:2, Carriage Controller
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:3, Carriage Translocator
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:4, Carriage Transduplicator
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:5, Carriage Adapter
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:6, Carriage Rotator
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:7, Directional Carriage Engine
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_RailSpecter:0, Moving Rail
JAKJ_RedstoneInMotion:item.JAKJ_RedstoneInMotion_ToolItemSet, item.item.JAKJ_RedstoneInMotion_ToolItemSet.name
JAKJ_RedstoneInMotion:item.JAKJ_RedstoneInMotion_SimpleItemSet:0, Carriage Crosspiece
